payment_id,order_id,merchant_id,amount,currency,method,status,fee,tax,net_amount,created_at,captured_at,settlement_id,notes
pay_RUhoVGac23apcE,order_xy6jl792cJZ6TV,acc_ACMERT0001,26270,INR,upi,captured,0,0,26270,2026-07-12 20:58:46,2026-07-12 20:58:51,setl_MHsJkjJ9udhReA,
pay_0TSMcn12ujfTp9,order_wzGdRtq0lb8z2C,acc_ACMERT0001,74831,INR,upi,captured,0,0,74831,2026-07-12 21:06:51,2026-07-12 21:06:59,setl_MHsJkjJ9udhReA,
pay_tSBU92pdpf7BhD,order_NMdtQVQVlhaTiS,acc_ACMERT0001,140886,INR,card,captured,2818,507,137561,2026-07-12 23:33:50,2026-07-12 23:34:07,setl_MHsJkjJ9udhReA,
pay_1Z4FItlFcfdoMo,order_bHEav6NmZivTl6,acc_ACMERT0001,262448,INR,netbanking,captured,4987,898,256563,2026-07-13 07:09:37,2026-07-13 07:09:47,setl_6E7KPysRNyC6Vp,
pay_d1Xoim0zxRO8Pf,order_LLq60ebem5PCZi,acc_ACMERT0001,547655,INR,card,captured,10953,1972,534730,2026-07-13 10:02:29,2026-07-13 10:03:06,setl_6E7KPysRNyC6Vp,
pay_B0UzFbyRBlwn6l,order_rrC4jcNNNpPsFA,acc_ACMERT0001,72995,INR,netbanking,captured,1387,250,71358,2026-07-13 15:24:08,2026-07-13 15:24:42,setl_6E7KPysRNyC6Vp,
pay_ytUSsilUa8S8Kz,order_2X9KclMu6Z9NoO,acc_ACMERT0001,1589901,INR,upi,captured,0,0,1589901,2026-07-13 17:47:04,2026-07-13 17:47:25,setl_6E7KPysRNyC6Vp,
pay_Xh2H3x9exT8QzL,order_gvtuikU8BYO9FP,acc_ACMERT0001,789275,INR,card,refunded,15786,2841,770648,2026-07-13 18:14:42,2026-07-13 18:14:54,,
pay_kgpQprI0Y6VdW8,order_oK2Zyw712llpLu,acc_ACMERT0001,57394,INR,netbanking,captured,1090,196,56108,2026-07-13 18:36:36,2026-07-13 18:36:49,setl_6E7KPysRNyC6Vp,
pay_kO49f0TQOU4vCa,order_qnpSewqYgUadyC,acc_ACMERT0001,4710079,INR,upi,captured,0,0,4710079,2026-07-13 20:31:56,2026-07-13 20:32:31,setl_6E7KPysRNyC6Vp,
pay_pOZIYbyYTwEIYF,order_w6KGuyrlbuMob5,acc_ACMERT0001,40912,INR,netbanking,captured,777,140,39995,2026-07-13 23:22:49,2026-07-13 23:23:04,setl_6E7KPysRNyC6Vp,
pay_wk15qV1Sfsbydk,order_2KX9n2oPoRnrPA,acc_ACMERT0001,915338,INR,upi,captured,0,0,915338,2026-07-14 07:30:58,2026-07-14 07:31:10,setl_I2ozi1Own8zA4A,
pay_GK5HZKRNjh8WCl,order_8knZmicBfRBm0O,acc_ACMERT0001,133820,INR,card,captured,2676,482,130662,2026-07-14 09:05:24,2026-07-14 09:06:00,setl_I2ozi1Own8zA4A,
pay_TbB8PkM4Bkdgvn,order_mASJU7UIqQstpg,acc_ACMERT0001,178699,INR,card,captured,3574,643,174482,2026-07-14 11:03:23,2026-07-14 11:03:29,setl_I2ozi1Own8zA4A,
pay_4Kblm41m1dpcDd,order_6xTmrx0DGzO7hR,acc_ACMERT0001,166943,INR,card,captured,3339,601,163003,2026-07-14 12:55:30,2026-07-14 12:55:53,setl_I2ozi1Own8zA4A,
pay_Dqo1rKdjWSQgfQ,order_wZIAWLoJd1y0HA,acc_ACMERT0001,174472,INR,wallet,captured,3053,550,170869,2026-07-14 14:30:19,2026-07-14 14:30:22,setl_QsQqAk5BnUkxgW,
pay_KMEclrzjNMRSzc,order_z44vSpdVE6r5xb,acc_ACMERT0001,526053,INR,card,captured,10521,1894,513638,2026-07-14 15:53:31,2026-07-14 15:53:38,setl_I2ozi1Own8zA4A,
pay_3oitVCX0urUAMP,order_fmCn60AVFWH3x0,acc_ACMERT0001,268804,INR,card,captured,5376,968,262460,2026-07-14 16:45:32,2026-07-14 16:46:06,setl_I2ozi1Own8zA4A,
pay_g1EY3KPWRokCeZ,order_2csbuq8gevk4yk,acc_ACMERT0001,74406,INR,upi,failed,0,0,0,2026-07-14 17:38:39,,,
pay_s0QOMEmgbnkOsf,order_E2htYzEF5QqfPI,acc_ACMERT0001,149993,INR,card,captured,3000,540,146453,2026-07-14 18:11:28,2026-07-14 18:11:57,setl_I2ozi1Own8zA4A,
pay_MZaoqMZ8tT9TPr,order_B5y2wDqnDtRH0N,acc_ACMERT0001,43522,INR,card,captured,870,157,42495,2026-07-14 18:35:41,2026-07-14 18:36:00,setl_I2ozi1Own8zA4A,
pay_u2rHD63aYSNLHY,order_AhAjjKLLW98g7g,acc_ACMERT0001,28749,INR,upi,captured,0,0,28749,2026-07-14 18:56:26,2026-07-14 18:56:58,setl_I2ozi1Own8zA4A,
pay_tigyGLtke0ct8s,order_DUHMHvB4Riv5Fw,acc_ACMERT0001,36436,INR,upi,captured,0,0,36436,2026-07-15 07:14:14,2026-07-15 07:14:23,setl_PtnzjEgIPCt519,
pay_3RyHtAd32jimvA,order_K56Dju3TlXfFvO,acc_ACMERT0001,13801,INR,wallet,captured,242,44,13515,2026-07-15 07:28:17,2026-07-15 07:28:28,setl_PtnzjEgIPCt519,
pay_KWkFYWXfiNBOBz,order_B9EyacImUx8a5u,acc_ACMERT0001,54696,INR,upi,captured,0,0,54696,2026-07-15 07:40:46,2026-07-15 07:41:09,setl_PtnzjEgIPCt519,
pay_RgEevrOu3rqPT8,order_5PtmjHWp5dZ2ZZ,acc_ACMERT0001,86681,INR,upi,failed,0,0,0,2026-07-15 07:41:31,,,
pay_UZJW6l8R5vPfow,order_oV3tAY4vxqLsD2,acc_ACMERT0001,48245,INR,card,captured,965,174,47106,2026-07-15 09:30:56,2026-07-15 09:31:04,setl_V9TBQu96WK3Sla,
pay_nUbLGkhxTPYcy4,order_OqXINdMdQgP1bd,acc_ACMERT0001,149681,INR,upi,captured,0,0,149681,2026-07-15 10:35:16,2026-07-15 10:35:26,setl_PtnzjEgIPCt519,
pay_q6AzyVcLTK0mvU,order_ToRIOYE68QwGt2,acc_ACMERT0001,196341,INR,card,captured,3927,707,191707,2026-07-15 12:18:06,2026-07-15 12:18:23,setl_PtnzjEgIPCt519,
pay_kcJF6nS7EvpaaQ,order_f6h1KQFj8fXGeU,acc_ACMERT0001,875636,INR,upi,captured,0,0,875636,2026-07-15 14:29:18,2026-07-15 14:29:22,setl_PtnzjEgIPCt519,
pay_g0l3c2sxZRuBVh,order_g2W4ca2iQPkvw5,acc_ACMERT0001,74366,INR,upi,captured,0,0,74366,2026-07-15 18:52:21,2026-07-15 18:52:47,setl_PtnzjEgIPCt519,
pay_nSROatAQgQHrNM,order_SiA15gGUNhshYg,acc_ACMERT0001,118942,INR,upi,captured,0,0,118942,2026-07-15 23:12:22,2026-07-15 23:12:41,setl_PtnzjEgIPCt519,
pay_GISOuThWwJELK8,order_QTARV51Is42BZa,acc_ACMERT0001,19524,INR,upi,captured,0,0,19524,2026-07-16 08:42:03,2026-07-16 08:42:14,setl_AuDp3ViW7FuN7W,
pay_yA9YRu9JdaVqmN,order_3X33C1o6OTTPxW,acc_ACMERT0001,406012,INR,upi,captured,0,0,406012,2026-07-16 13:18:28,2026-07-16 13:18:33,setl_AuDp3ViW7FuN7W,
pay_sRqj1dSYsnWIcw,order_0CgN3RVJ3oVPJy,acc_ACMERT0001,929943,INR,card,captured,18599,3348,907996,2026-07-16 16:44:42,2026-07-16 16:45:07,setl_AuDp3ViW7FuN7W,
pay_Pyz0pfDCZKCf2F,order_CuhFVPbgzAcJJa,acc_ACMERT0001,849137,INR,netbanking,captured,16134,2904,830099,2026-07-16 16:56:32,2026-07-16 16:57:02,setl_AuDp3ViW7FuN7W,
pay_BQUpEwQRPyj10J,order_5NdaP7kG2E2F3k,acc_ACMERT0001,113148,INR,card,captured,2263,407,110478,2026-07-16 17:17:03,2026-07-16 17:17:39,setl_AuDp3ViW7FuN7W,
pay_9Dr1yS2EZAP4Zk,order_hiSUd82kgA6LEZ,acc_ACMERT0001,149549,INR,upi,failed,0,0,0,2026-07-16 18:39:01,,,
pay_Wprz9vsCZiiAMS,order_4VGt1SJ3uTV7JO,acc_ACMERT0001,29043,INR,card,captured,581,105,28357,2026-07-16 18:58:43,2026-07-16 18:58:55,setl_AuDp3ViW7FuN7W,
pay_i9FaHVdJ7B1LE7,order_GX66lSLlU0igyQ,acc_ACMERT0001,728597,INR,upi,failed,0,0,0,2026-07-16 19:26:38,,,
pay_Fi0TVUAgqNmmh7,order_2znD0YmTvgWAc7,acc_ACMERT0001,82301,INR,upi,refunded,0,0,82301,2026-07-16 21:29:42,2026-07-16 21:30:15,,
pay_8vx0d0o2DvJXNM,order_ETQxTChgWQoavw,acc_ACMERT0001,2224667,INR,netbanking,captured,42269,7608,2174790,2026-07-16 23:23:44,2026-07-16 23:23:55,,
pay_41U5iE6Fh4ACce,order_qPuaT3RHXVKUKo,acc_ACMERT0001,138683,INR,wallet,captured,2427,437,135819,2026-07-16 23:33:44,2026-07-16 23:33:51,setl_AuDp3ViW7FuN7W,
pay_YTuHo9lHeYGkAI,order_Izfwo4nQvvxsn8,acc_ACMERT0001,197150,INR,upi,captured,0,0,197150,2026-07-17 07:07:42,2026-07-17 07:07:58,setl_tgZJk54jkAhI6N,
pay_gsYRtMfsW7Cyz0,order_QbEkIoiVzYZ2Is,acc_ACMERT0001,34453,INR,wallet,captured,603,109,33741,2026-07-17 07:35:55,2026-07-17 07:36:03,setl_tgZJk54jkAhI6N,
pay_fedlYqJeK0o6qA,order_yCOzBubyRhIaPU,acc_ACMERT0001,814054,INR,upi,captured,0,0,814054,2026-07-17 08:44:54,2026-07-17 08:45:27,setl_tgZJk54jkAhI6N,
pay_caKMzIJ8ftnVV5,order_UwnA5P2GjkloN1,acc_ACMERT0001,47178,INR,card,failed,0,0,0,2026-07-17 08:54:48,,,
pay_f8gk9XIIaOenQO,order_Xn3RB1gnI1S4VX,acc_ACMERT0001,275623,INR,upi,captured,0,0,275623,2026-07-17 11:01:29,2026-07-17 11:01:32,setl_tgZJk54jkAhI6N,
pay_JDPJesQeqgmULF,order_8vwiQPpgsNe5mu,acc_ACMERT0001,30032,INR,upi,captured,0,0,30032,2026-07-17 11:36:36,2026-07-17 11:36:57,,
pay_9BkaupYoTVPBr1,order_xiRUv4EDCwXtFJ,acc_ACMERT0001,71488,INR,card,partially_refunded,1430,257,69801,2026-07-17 15:54:52,2026-07-17 15:55:27,setl_tgZJk54jkAhI6N,
pay_5PN6Np9cR4uy6Y,order_8hyqIUsb6H0XxG,acc_ACMERT0001,61495,INR,netbanking,captured,1168,210,60117,2026-07-17 16:57:41,2026-07-17 16:58:14,setl_tgZJk54jkAhI6N,
pay_9lVGhycBrJqikL,order_2qavDT7jcj7uMd,acc_ACMERT0001,128945,INR,upi,captured,0,0,128945,2026-07-17 22:50:36,2026-07-17 22:50:41,,
pay_I0a58XRPBHAx3c,order_SHBo8ZEYXywLZV,acc_ACMERT0001,804106,INR,netbanking,captured,15278,2750,786078,2026-07-18 10:27:08,2026-07-18 10:27:23,setl_F8QKw4vf4xeliN,
pay_P51eHqy6oHzw03,order_wFYE4MaG4iCkoe,acc_ACMERT0001,19846,INR,upi,captured,0,0,19846,2026-07-18 12:10:23,2026-07-18 12:10:31,setl_F8QKw4vf4xeliN,
pay_eqxocQnH6YxyE6,order_D4ccPugT9HO1r1,acc_ACMERT0001,199464,INR,upi,captured,0,0,199464,2026-07-18 12:24:41,2026-07-18 12:25:19,,
pay_MKOb4UUQ0s8fnC,order_ME3Eko1AMjYL0X,acc_ACMERT0001,119342,INR,card,captured,2387,430,116525,2026-07-18 12:46:43,2026-07-18 12:47:13,setl_F8QKw4vf4xeliN,
pay_qU4OeUe5b2GOb0,order_LLzXLn6cJqI5IE,acc_ACMERT0001,35722,INR,upi,captured,0,0,35722,2026-07-18 14:57:49,2026-07-18 14:58:08,setl_F8QKw4vf4xeliN,
pay_62fsM4IAqmaTVY,order_aKHhHayPnSZuAx,acc_ACMERT0001,116488,INR,card,captured,2330,419,113739,2026-07-18 15:54:34,2026-07-18 15:54:58,setl_F8QKw4vf4xeliN,
pay_QoAZvUhEREEnLk,order_P1AbpciKLkiOGc,acc_ACMERT0001,20901,INR,netbanking,captured,397,71,20433,2026-07-18 15:59:11,2026-07-18 15:59:37,setl_F8QKw4vf4xeliN,
pay_iDGGfzxGaQp29Z,order_NRkWGiCklK8KQ3,acc_ACMERT0001,706990,INR,wallet,captured,12372,2227,692391,2026-07-18 18:02:14,2026-07-18 18:02:29,setl_F8QKw4vf4xeliN,
pay_MLeoyyigbmH36G,order_RA0jMglE5NMc4Y,acc_ACMERT0001,297716,INR,upi,failed,0,0,0,2026-07-18 22:42:08,,,
pay_UrZpJB2ymjZ9Vj,order_EZalAFi52OHIUu,acc_ACMERT0001,46840,INR,netbanking,captured,890,160,45790,2026-07-19 08:25:06,2026-07-19 08:25:10,setl_pStqCBvcrVWQDQ,
pay_d8X0lOFCam2Q7Z,order_HsmcYMGHSoNkRc,acc_ACMERT0001,91273,INR,card,captured,1825,328,89120,2026-07-19 09:17:49,2026-07-19 09:18:15,setl_pStqCBvcrVWQDQ,
pay_rRzWnAJYJElxJJ,order_EqtKwXTzVi23Qh,acc_ACMERT0001,92413,INR,upi,captured,0,0,92413,2026-07-19 10:13:32,2026-07-19 10:13:54,setl_pStqCBvcrVWQDQ,
pay_yLguxN3qlJqprE,order_9NvxlFBnASWxx2,acc_ACMERT0001,199791,INR,upi,captured,0,0,199791,2026-07-19 11:36:43,2026-07-19 11:36:50,setl_pStqCBvcrVWQDQ,
pay_RSoZuA9wHIaS1q,order_psfzRV0veJ7lEu,acc_ACMERT0001,482146,INR,card,failed,0,0,0,2026-07-19 12:47:43,,,
pay_n0qE1OgCVvqxxJ,order_J7ZqwbAhw3R9Mm,acc_ACMERT0001,191148,INR,upi,captured,0,0,191148,2026-07-19 12:49:18,2026-07-19 12:49:51,setl_pStqCBvcrVWQDQ,
pay_FXVC4fyNsDO9j3,order_kOZ7vAONKz26ef,acc_ACMERT0001,30766,INR,card,captured,615,111,30040,2026-07-19 16:45:17,2026-07-19 16:45:43,setl_pStqCBvcrVWQDQ,
pay_zLmHaVTe6fJsU1,order_J6Lww90roM9mD7,acc_ACMERT0001,21471,INR,upi,captured,0,0,21471,2026-07-19 20:32:06,2026-07-19 20:32:39,setl_pStqCBvcrVWQDQ,
pay_3rFlW6GrzoWKid,order_HZBE8IcGwz3RXl,acc_ACMERT0001,43961,INR,upi,captured,0,0,43961,2026-07-19 21:20:44,2026-07-19 21:20:58,setl_pStqCBvcrVWQDQ,
pay_sv8hZG9q4I0YKq,order_SC9yKEXpWv9XDR,acc_ACMERT0001,57169,INR,upi,captured,0,0,57169,2026-07-19 22:07:16,2026-07-19 22:07:31,setl_pStqCBvcrVWQDQ,
pay_mFVmpVp3qnom1p,order_1NwjXgh6fR9QFN,acc_ACMERT0001,244316,INR,card,captured,4886,879,238551,2026-07-19 22:23:39,2026-07-19 22:24:16,setl_pStqCBvcrVWQDQ,
pay_ZJNSRTdky9OaZf,order_0jE7MBfeqoxfMc,acc_ACMERT0001,2680426,INR,upi,failed,0,0,0,2026-07-19 23:18:45,,,
pay_ZSRrsPVIZrAm2e,order_lishODNCrSNFmu,acc_ACMERT0001,45059,INR,card,captured,901,162,43996,2026-07-20 07:11:06,2026-07-20 07:11:15,,
pay_4CX38xVLH9CAkl,order_2biUpQq8VSVfnk,acc_ACMERT0001,41010,INR,card,captured,820,148,40042,2026-07-20 08:01:49,2026-07-20 08:01:55,setl_8wUqJmFsrf6C6Q,
pay_mx4d3QnhpOBuak,order_YrLhzYpacLYSES,acc_ACMERT0001,73456,INR,upi,captured,0,0,73456,2026-07-20 14:10:31,2026-07-20 14:11:11,setl_8wUqJmFsrf6C6Q,
pay_8WEtaXBZsMoYaJ,order_xmA4JBzpkTVPy1,acc_ACMERT0001,37671,INR,card,captured,753,136,36782,2026-07-20 14:33:48,2026-07-20 14:34:28,setl_8wUqJmFsrf6C6Q,
pay_gqNjfP74ytopVs,order_COiiH1kbcQw36u,acc_ACMERT0001,191710,INR,netbanking,captured,3642,656,187412,2026-07-20 15:35:28,2026-07-20 15:36:03,setl_8wUqJmFsrf6C6Q,
pay_v7WOddwPjSIYgi,order_FouJYPWwZ5CUmb,acc_ACMERT0001,85319,INR,upi,captured,0,0,85319,2026-07-20 15:57:02,2026-07-20 15:57:31,setl_8wUqJmFsrf6C6Q,
pay_lLMDOVO4KBHOOI,order_t6wEIoZfCtxAqj,acc_ACMERT0001,18932,INR,card,captured,379,68,18485,2026-07-20 18:18:30,2026-07-20 18:19:02,setl_sulTf3i7HMM2gx,
pay_JsISFmKlIwuUDr,order_31M63JkeHjCs0q,acc_ACMERT0001,182633,INR,upi,failed,0,0,0,2026-07-20 19:46:11,,,
pay_TCUaofjaFnvAtY,order_ZFxDSYcvf1W8jd,acc_ACMERT0001,192394,INR,card,failed,0,0,0,2026-07-20 22:11:12,,,
pay_q0y1ahXTpyXCpV,order_cmDVXgHQnEyR9t,acc_ACMERT0001,12764,INR,wallet,captured,223,40,12501,2026-07-20 23:07:16,2026-07-20 23:07:36,setl_8wUqJmFsrf6C6Q,
pay_Q26Qx3gbs34Pyo,order_yGTg5uF3MIflmG,acc_ACMERT0001,55633,INR,wallet,captured,974,175,54484,2026-07-21 08:15:59,2026-07-21 08:16:21,setl_oco80CpzaBd9eZ,
pay_jgcDwjiqx4Lpoq,order_ZtfKzK6nUeUuYE,acc_ACMERT0001,923092,INR,card,captured,18462,3323,901307,2026-07-21 10:38:41,2026-07-21 10:39:18,setl_DO3vYQgNhdTim6,
pay_yfXd6Xvw40BA73,order_h3XoVP2M7aOXOy,acc_ACMERT0001,133706,INR,card,captured,2674,481,130551,2026-07-21 11:20:32,2026-07-21 11:20:42,setl_DO3vYQgNhdTim6,
pay_dRUzCWMKGfoBsY,order_zjivfEKVdJzqfz,acc_ACMERT0001,336708,INR,upi,captured,0,0,336708,2026-07-21 11:30:35,2026-07-21 11:31:01,setl_DO3vYQgNhdTim6,
pay_2xXNpuUeQ9I0ym,order_HRFXJjNsuAPuhg,acc_ACMERT0001,18504,INR,upi,captured,0,0,18504,2026-07-21 12:55:02,2026-07-21 12:55:34,setl_DO3vYQgNhdTim6,
pay_wRDSQB4gkYlJzG,order_vQkIMC7w5uJu2x,acc_ACMERT0001,134790,INR,upi,captured,0,0,134790,2026-07-21 14:36:34,2026-07-21 14:37:10,setl_DO3vYQgNhdTim6,
pay_CNjCc70omRxjWU,order_2fhVdp8N7j310s,acc_ACMERT0001,79170,INR,card,captured,1583,285,77302,2026-07-21 16:28:30,2026-07-21 16:28:44,setl_DO3vYQgNhdTim6,
pay_mgcKP1yQFHNSLq,order_dxoMTea76nPF74,acc_ACMERT0001,65912,INR,netbanking,failed,0,0,0,2026-07-21 18:35:47,,,
pay_PKmJNVHpperXBu,order_R7KfhQABxwmuwM,acc_ACMERT0001,377477,INR,upi,failed,0,0,0,2026-07-21 18:39:52,,,
pay_eMx1thM5Ayytxb,order_dxoMTea76nPF74,acc_ACMERT0001,65912,INR,netbanking,captured,1252,225,64435,2026-07-21 18:41:47,2026-07-21 18:42:03,setl_mWbnBXOWjC3LYW,retry after failed attempt
pay_A0xYTd0NrHcUe1,order_te8n9HggUoIymm,acc_ACMERT0001,21724,INR,upi,captured,0,0,21724,2026-07-21 20:47:06,2026-07-21 20:47:43,setl_DO3vYQgNhdTim6,
pay_VInnIHWqJENUjS,order_SQbyL5QHcqkdsm,acc_ACMERT0001,63915,INR,netbanking,captured,1214,219,62482,2026-07-21 21:41:00,2026-07-21 21:41:18,setl_DO3vYQgNhdTim6,
pay_7Vqx9CC9zaUcsM,order_bHi4taton2ubX0,acc_ACMERT0001,780557,INR,wallet,failed,0,0,0,2026-07-21 23:35:36,,,
pay_NrMKNoMooRbwfS,order_XEiG2METPxl2yF,acc_ACMERT0001,24829,INR,upi,failed,0,0,0,2026-07-22 08:26:48,,,
pay_M4FpnLQEDACfMM,order_ap4JrNOJ00ndlj,acc_ACMERT0001,19527,INR,card,captured,391,70,19066,2026-07-22 08:42:36,2026-07-22 08:42:56,setl_lGaflmqj4IKmSh,
pay_4DfquSP6TYkTUh,order_fhTCOxfHTyUYGN,acc_ACMERT0001,149773,INR,wallet,failed,0,0,0,2026-07-22 08:49:10,,,
pay_zVkbwRwwOtpGrZ,order_dOq4y40b8J8roj,acc_ACMERT0001,85982,INR,card,captured,1720,310,83952,2026-07-22 09:46:24,2026-07-22 09:47:04,setl_lGaflmqj4IKmSh,
pay_v6fdgAlkRsNQSS,order_MKYJl9DVLx7cfX,acc_ACMERT0001,149336,INR,card,captured,2987,538,145811,2026-07-22 09:48:27,2026-07-22 09:48:32,setl_lGaflmqj4IKmSh,
pay_6kueJI8Uhlu14j,order_UbWu4A9AtCV705,acc_ACMERT0001,359338,INR,upi,captured,0,0,359338,2026-07-22 13:06:08,2026-07-22 13:06:48,setl_lGaflmqj4IKmSh,
pay_7r8AoVQmWnel79,order_C3NFSu3D4pBzXc,acc_ACMERT0001,955185,INR,upi,failed,0,0,0,2026-07-22 17:25:39,,,
pay_KMIHP4TYcHgCD0,order_4c4pHIzVcJyHWO,acc_ACMERT0001,38806,INR,wallet,captured,679,122,38005,2026-07-22 19:56:19,2026-07-22 19:56:38,setl_QsQqAk5BnUkxgW,
pay_3ORoApKjBt6MvC,order_IinPiLIRZm3itS,acc_ACMERT0001,85455,INR,upi,captured,0,0,85455,2026-07-22 20:58:49,2026-07-22 20:59:26,setl_lGaflmqj4IKmSh,
pay_DkBsN6dSH5jD1P,order_CfUGhlXL85SIiz,acc_ACMERT0001,96891,INR,upi,captured,0,0,96891,2026-07-22 21:37:57,2026-07-22 21:38:10,setl_lGaflmqj4IKmSh,
pay_K3Q3jk3jlXTdAt,order_tUX9CsOlh5i9ma,acc_ACMERT0001,40057,INR,upi,captured,0,0,40057,2026-07-22 22:54:31,2026-07-22 22:54:32,,
pay_jkrha9NJGgnIwJ,order_urj8TZsKpketN5,acc_ACMERT0001,84098,INR,card,captured,1682,303,82113,2026-07-23 07:30:57,2026-07-23 07:31:04,setl_deFw5UdNW0BfRW,
pay_Xm6fCGbZE5Gjmv,order_7EU3HtXujX3g08,acc_ACMERT0001,1860617,INR,upi,captured,0,0,1860617,2026-07-23 08:29:24,2026-07-23 08:29:58,setl_deFw5UdNW0BfRW,
pay_jOD53I5vDY0A7V,order_d1HtKURuJIbnKR,acc_ACMERT0001,570771,INR,card,captured,11415,2055,557301,2026-07-23 09:09:17,2026-07-23 09:09:39,setl_deFw5UdNW0BfRW,
pay_DgDtRPTXDEo8oj,order_35Nq6xzlS6QvY3,acc_ACMERT0001,57933,INR,netbanking,captured,1101,198,56634,2026-07-23 09:30:07,2026-07-23 09:30:37,setl_deFw5UdNW0BfRW,
pay_ydfBzlTM5LO1SS,order_CNwtv0mTWQZIf7,acc_ACMERT0001,84549,INR,upi,failed,0,0,0,2026-07-23 09:52:51,,,
pay_EihS3rvHAHnSnN,order_dgKUOHfEUSM7YT,acc_ACMERT0001,132965,INR,card,failed,0,0,0,2026-07-23 15:33:36,,,
pay_yOI1kKMylMh3YW,order_tT2uTcrAfF4pxC,acc_ACMERT0001,44412,INR,netbanking,captured,844,152,43416,2026-07-23 16:11:07,2026-07-23 16:11:10,setl_deFw5UdNW0BfRW,
pay_hat7cR2M3fvD4c,order_gHXQVtbKWtO5nu,acc_ACMERT0001,44883,INR,card,captured,898,162,43823,2026-07-23 17:49:28,2026-07-23 17:49:46,setl_deFw5UdNW0BfRW,
pay_w7iNKFHUOFFZl4,order_NoTsmahbDOYhV2,acc_ACMERT0001,158693,INR,card,captured,3174,571,154948,2026-07-23 20:02:21,2026-07-23 20:02:35,setl_deFw5UdNW0BfRW,
pay_aOmSsqYettGJuX,order_ahRvvzUKN9b1lm,acc_ACMERT0001,41398,INR,card,captured,828,149,40421,2026-07-23 22:51:02,2026-07-23 22:51:33,setl_deFw5UdNW0BfRW,
pay_J0CywolBMaKF2U,order_pTGrA7IKxccKET,acc_ACMERT0001,70988,INR,card,captured,1420,256,69312,2026-07-24 11:46:46,2026-07-24 11:47:04,setl_4Du7Y28zD35DCj,
pay_ZsskcS7MVtUYKq,order_dOELkKdQsZVNbs,acc_ACMERT0001,15037,INR,upi,captured,0,0,15037,2026-07-24 15:16:08,2026-07-24 15:16:26,setl_4Du7Y28zD35DCj,
pay_sXwMKiGgz0TYgu,order_JPeYtIDzLApNpJ,acc_ACMERT0001,67317,INR,card,captured,1346,242,65729,2026-07-24 17:13:52,2026-07-24 17:14:20,setl_4Du7Y28zD35DCj,
pay_DHfH4NfpEOVQ9Q,order_eROIZLtNd5vIXa,acc_ACMERT0001,173006,INR,upi,failed,0,0,0,2026-07-24 17:26:22,,,
pay_YBKYvISplQQeV7,order_TK1FhLMDuJg0Cl,acc_ACMERT0001,78506,INR,card,captured,1570,283,76653,2026-07-24 19:20:31,2026-07-24 19:20:35,setl_4Du7Y28zD35DCj,
pay_LaNGz2i2sdx5J9,order_daTJ0wh3s3bpBS,acc_ACMERT0001,150346,INR,upi,captured,0,0,150346,2026-07-24 19:24:27,2026-07-24 19:24:39,setl_4Du7Y28zD35DCj,
pay_EimJy17x1Ajs3Q,order_iiaePbjU4FQBif,acc_ACMERT0001,678180,INR,card,captured,13564,2442,662174,2026-07-24 20:39:11,2026-07-24 20:39:39,setl_4Du7Y28zD35DCj,
pay_fn0i4L5WOZaWjQ,order_jCIsyNKCmnR4ut,acc_ACMERT0001,519343,INR,upi,captured,0,0,519343,2026-07-24 20:45:58,2026-07-24 20:46:04,setl_4Du7Y28zD35DCj,
pay_2qaVhMl6LVjQCx,order_ZlqYSpFlZH3cvf,acc_ACMERT0001,90409,INR,wallet,captured,1582,285,88542,2026-07-24 22:48:26,2026-07-24 22:48:42,setl_4Du7Y28zD35DCj,
pay_zhnZPQHD8R33Ij,order_VLo7ecVjFPbE66,acc_ACMERT0001,18554,INR,upi,captured,0,0,18554,2026-07-25 07:11:40,2026-07-25 07:12:00,setl_2JromFMUFBB82k,
pay_yyvdq90qlCeF7m,order_NzlPFgjIXBnNPg,acc_ACMERT0001,308304,INR,netbanking,captured,5858,1054,301392,2026-07-25 08:04:04,2026-07-25 08:04:21,setl_2JromFMUFBB82k,
pay_5gOSwFf4OCVmic,order_mbULpFyeYIPtFI,acc_ACMERT0001,217215,INR,wallet,captured,3801,684,212730,2026-07-25 08:21:03,2026-07-25 08:21:06,setl_2JromFMUFBB82k,
pay_nWcLlvehrjWAkS,order_xJkCp7LcigY2ON,acc_ACMERT0001,41913,INR,card,captured,838,151,40924,2026-07-25 09:00:00,2026-07-25 09:00:06,setl_2JromFMUFBB82k,
pay_0YgDNk1Le00ghF,order_MZNoeZmBvZ1VRz,acc_ACMERT0001,3415780,INR,card,failed,0,0,0,2026-07-25 11:20:53,,,
pay_UOknKU1wdPqW0h,order_dkDzEtEV8W7Ioy,acc_ACMERT0001,118845,INR,upi,captured,0,0,118845,2026-07-25 11:33:55,2026-07-25 11:34:14,setl_2JromFMUFBB82k,
pay_XmHvRSluJaRa1e,order_aAgHgRCwoUsqmc,acc_ACMERT0001,48937,INR,card,captured,979,176,47782,2026-07-25 13:38:40,2026-07-25 13:38:48,setl_2JromFMUFBB82k,
pay_XCb5FjPOa7cQyr,order_jSv5zKaGT8XFEB,acc_ACMERT0001,273504,INR,upi,failed,0,0,0,2026-07-25 14:00:24,,,
pay_f2MiyQW5PKZ9l5,order_hSlqsDQ7eOD7rX,acc_ACMERT0001,539113,INR,upi,captured,0,0,539113,2026-07-25 15:10:49,2026-07-25 15:10:53,setl_2JromFMUFBB82k,
